,FacilityName,CountryName,ReportingYear,FacilityDetails,MTonnes,Activity,Pollutant,Co-ordinates
626,Biomasseheizkraftwerk Bergkamen,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44798,0.126,Production of electricity,"CO2, AIR","[7.62975704197109, 51.6210865092591]"
627,Biomasseheizkraftwerk Zolling GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74252,0.20600000000000002,Production of electricity,"CO2, AIR","[11.7999254503205, 48.4561909578859]"
628,Biomassekraftwerk Bischofferode/Holungen,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=47045,0.17300000000000001,Production of electricity,"CO2, AIR","[10.4129671721628, 51.4900753707236]"
629,Biomassekraftwerk Lünen GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44799,0.198,Production of electricity,"CO2, AIR","[7.46910405320136, 51.6219339204941]"
630,Blackburn Meadows Renewable Energy Plant,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239856,0.273,Production of electricity,"CO2, AIR","[-1.40306, 53.4191]"
631,Boffalora Energia srl- Centrale termoelettrica di Boffalora S/Ticino,Italy,2010,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117393,0.292,Production of electricity,"CO2, AIR","[8.846389, 45.465833]"
632,Bord Gais Energy Ltd,Ireland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=158856,0.989,Production of electricity,"CO2, AIR","[-8.25029, 51.8149]"
633,"Braunschweiger Versorgungs AG, Heizkraftwerk Mitte",Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43262,0.468,Production of electricity,"CO2, AIR","[10.514704815737, 52.2779689900758]"
634,Brigg Renewable Energy Plant,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=297366,0.332,Production of electricity,"CO2, AIR","[-0.511714, 53.5425]"
635,Budapesti Erőmű Zrt.,Hungary,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=766,0.281,Production of electricity,"CO2, AIR","[19.055637, 47.463478]"
636,C-Energy Bohemia s.r.o.,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15925,0.122,Production of electricity,"CO2, AIR","[14.700029419444444, 49.36673726944444]"
637,C.D.E. EIVISSA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6595,0.5730000000000001,Production of electricity,"CO2, AIR","[1.4315, 38.919048]"
638,C.D.E. MAÓ,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6634,0.327,Production of electricity,"CO2, AIR","[4.259713, 39.896436]"
639,C.T. PUENTE NUEVO,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7690,1.35,Production of electricity,"CO2, AIR","[-4.933416, 38.112854]"
640,CALENIA ENERGIA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27071,0.931,Production of electricity,"CO2, AIR","[14.112777, 41.178333]"
641,CBEM,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293773,0.13,Production of electricity,"CO2, AIR","[3, 49.87]"
642,CELULOSA ENERGÍA,Spain,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281317,0.602,Production of electricity,"CO2, AIR","[-6.866, 37.308]"
643,"CELULOSA ENERGÍA, S.L.U.",Spain,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5992,0.128,Production of electricity,"CO2, AIR","[-6.86591, 37.307909]"
644,CENTRAL CICLO COMBINADO ARCOS DE LA FRONTERA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24499,0.353,Production of electricity,"CO2, AIR","[-5.815155, 36.675206]"
645,CENTRAL CICLO COMBINADO CAS TRESORER,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=84899,0.193,Production of electricity,"CO2, AIR","[2.689966, 39.567803]"
646,CENTRAL DE CICLO COMBINADO AS PONTES,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=84971,0.557,Production of electricity,"CO2, AIR","[-7.862932, 43.447809]"
647,CENTRAL DE CICLO COMBINADO DE MÁLAGA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281126,0.678,Production of electricity,"CO2, AIR","[-4.5600000000000005, 36.75]"
648,CENTRAL DE CICLO COMBINADO DE SAGUNTO (NATURGY),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24934,1.03,Production of electricity,"CO2, AIR","[-0.279673, 39.677606]"
649,CENTRAL DE CICLO COMBINADO PLANA DEL VENT,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=25075,0.339,Production of electricity,"CO2, AIR","[0.8650019999999999, 40.960084]"
650,CENTRAL DE ESCATRON,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7687,0.341,Production of electricity,"CO2, AIR","[-0.337601, 41.296097]"
651,CENTRAL DE ESCUCHA,Spain,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7689,0.391,Production of electricity,"CO2, AIR","[-0.8162969999999999, 41.29665]"
652,CENTRAL DIESEL CEUTA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24576,0.14100000000000001,Production of electricity,"CO2, AIR","[-5.32, 35.89]"
653,CENTRAL DIESEL DE MELILLA,Spain,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24578,0.14100000000000001,Production of electricity,"CO2, AIR","[-2.9379429999999997, 35.290441]"
654,CENTRAL DIESEL LAS SALINAS,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7431,0.52,Production of electricity,"CO2, AIR","[-16.5512, 28.40899]"
655,CENTRAL DIESEL LOS GUINCHOS,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7421,0.166,Production of electricity,"CO2, AIR","[-17.791705, 28.662979]"
656,CENTRAL DIESEL PUNTA GRANDE,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7432,0.578,Production of electricity,"CO2, AIR","[-13.54123, 28.97001]"
657,CENTRAL TERMICA DE ANDORRA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8966,4.8100000000000005,Production of electricity,"CO2, AIR","[-0.380582, 40.997107]"
658,CENTRAL TERMICA DE CASTELLON (IBERDROLA GENERACIÓN TÉRMICA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9009,0.542,Production of electricity,"CO2, AIR","[-0.005730000000000001, 39.957654]"
659,CENTRAL TERMICA DE CICLE COMBINAT (PORT DE BARCELONA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281168,0.643,Production of electricity,"CO2, AIR","[2.1605, 41.33787]"
660,CENTRAL TERMICA DE CICLE COMBINAT (SANT ADRIÀ DE BESÒS - GRUP 3),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10279,0.378,Production of electricity,"CO2, AIR","[2.2308149999999998, 41.420462]"
661,CENTRAL TERMICA DE CICLE COMBINAT (SANT ADRIÀ DE BESÒS - GRUP 4),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9795,0.926,Production of electricity,"CO2, AIR","[2.229, 41.420108]"
662,CENTRAL TERMICA DE CICLE COMBINAT (SANT ADRIÀ DE BESÒS - GRUP 5),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281262,0.543,Production of electricity,"CO2, AIR","[2.231585, 41.42008]"
663,CENTRAL TERMICA DE CICLO COMBINADO DE CARTAGENA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24725,0.882,Production of electricity,"CO2, AIR","[-0.939224, 37.573222]"
664,CENTRAL TERMICA DE MEIRAMA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8957,2.38,Production of electricity,"CO2, AIR","[-8.410616, 43.170181]"
665,CENTRAL TERMICA DE SABON,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8956,0.122,Production of electricity,"CO2, AIR","[-8.499971, 43.332727]"
666,CENTRAL TERMICA LA ROBLA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8959,1.62,Production of electricity,"CO2, AIR","[-5.631351, 42.794558]"
667,CENTRAL TÉRMICA  DE LA PEREDA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6956,0.396,Production of electricity,"CO2, AIR","[-5.8090209999999995, 43.272737]"
668,CENTRAL TÉRMICA ALCÚDIA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6617,2.66,Production of electricity,"CO2, AIR","[3.091257, 39.810605]"
669,CENTRAL TÉRMICA CICLO COMBINADO SAN ROQUE GRUPO 2,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10172,0.319,Production of electricity,"CO2, AIR","[-5.412848, 36.199789]"
670,CENTRAL TÉRMICA DE ABOÑO,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8521,8.19,Production of electricity,"CO2, AIR","[-5.723454, 43.552693]"
671,CENTRAL TÉRMICA DE ANLLARES,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8867,0.9490000000000001,Production of electricity,"CO2, AIR","[-6.5325, 42.836667]"
672,CENTRAL TÉRMICA DE BARRANCO DE TIRAJANA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7427,1.67,Production of electricity,"CO2, AIR","[-15.435877, 27.804006]"
673,CENTRAL TÉRMICA DE CANDELARIA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7426,0.369,Production of electricity,"CO2, AIR","[-16.357656, 28.381697]"
674,CENTRAL TÉRMICA DE CICLO COMBINADO BAHÍA DE ALGECIRAS,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281232,0.8260000000000001,Production of electricity,"CO2, AIR","[-5.39, 36.18]"
675,CENTRAL TÉRMICA DE CICLO COMBINADO DE GIBRALTAR (G20),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=300432,0.224,Production of electricity,"CO2, AIR","[-5.391, 36.185]"
676,CENTRAL TÉRMICA DE CICLO COMBINADO DE PALOS DE LA FRONTERA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24510,0.15,Production of electricity,"CO2, AIR","[-6.886133, 37.186144]"
677,CENTRAL TÉRMICA DE JINÁMAR,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7429,0.613,Production of electricity,"CO2, AIR","[-15.411372, 28.042431]"
678,CENTRAL TÉRMICA DE LADA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9010,1.53,Production of electricity,"CO2, AIR","[-5.682542, 43.296361]"
679,CENTRAL TÉRMICA DE SOTO DE RIBERA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8520,1.4100000000000001,Production of electricity,"CO2, AIR","[-5.87316, 43.31161]"
680,CENTRAL TÉRMICA DEL NARCEA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8958,1.2,Production of electricity,"CO2, AIR","[-6.39473, 43.291951]"
681,CENTRAL TÉRMICA GRANADILLA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7423,1.9100000000000001,Production of electricity,"CO2, AIR","[-16.573048, 28.12218]"
682,CENTRAL TÉRMICA LITORAL DE ALMERÍA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8973,5.48,Production of electricity,"CO2, AIR","[-1.9036819999999999, 36.980187]"
683,CENTRALE A CICLO COMBINATO DI APRILIA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=191881,0.6980000000000001,Production of electricity,"CO2, AIR","[12.657166, 41.579558]"
684,CENTRALE A CICLO COMBINATO DI MODUGNO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159035,0.486,Production of electricity,"CO2, AIR","[16.785768, 41.084679]"
685,CENTRALE A CICLO COMBINATO DI TERMOLI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27066,0.603,Production of electricity,"CO2, AIR","[15.000555, 41.937222]"
686,CENTRALE A CICLO COMBINATO DI TURANO LODIGIANO E BERTONICO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=191625,0.578,Production of electricity,"CO2, AIR","[9.673705, 45.204708]"
687,CENTRALE BG ITALIA POWER DI MELFI,Italy,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7132,0.28800000000000003,Production of electricity,"CO2, AIR","[15.711111, 41.066111]"
688,CENTRALE BG ITALIA POWER DI RIVALTA,Italy,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=73,0.132,Production of electricity,"CO2, AIR","[7.509444, 44.989722]"
689,CENTRALE BG ITALIA POWER DI TERMOLI,Italy,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6700,0.326,Production of electricity,"CO2, AIR","[14.983333, 42]"
690,CENTRALE DE JARRY-NORD,France,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7808,0.43,Production of electricity,"CO2, AIR","[-61.59, 16.26]"
691,CENTRALE DI COGENERAZIONE (ex-ROSEN),Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5160,0.989,Production of electricity,"CO2, AIR","[10.449166, 43.3825]"
692,CENTRALE DI COGENERAZIONE CASALEGNO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=158920,0.132,Production of electricity,"CO2, AIR","[11.703054999999999, 44.369722]"
693,CENTRALE DI GISSI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117766,0.439,Production of electricity,"CO2, AIR","[14.563055, 42.049722]"
694,CENTRALE DI LEINì,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27074,0.869,Production of electricity,"CO2, AIR","[7.750833, 45.162222]"
695,CENTRALE DI SAN FILIPPO DEL MELA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7349,1.22,Production of electricity,"CO2, AIR","[15.277686, 38.184172]"
696,CENTRALE NAPOLI LEVANTE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6862,0.444,Production of electricity,"CO2, AIR","[14.301944, 40.834444]"
697,CENTRALE TERMOELETTRICA DI ALTOMONTE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=26665,1.55,Production of electricity,"CO2, AIR","[16.215555, 39.711666]"
698,CENTRALE TERMOELETTRICA DI CANDELA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=26666,0.592,Production of electricity,"CO2, AIR","[15.475833, 41.200833]"
699,CENTRALE TERMOELETTRICA DI CASSANO DADDA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=312,0.629,Production of electricity,"CO2, AIR","[9.510277, 45.511944]"
700,CENTRALE TERMOELETTRICA DI CHIVASSO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74,0.807,Production of electricity,"CO2, AIR","[7.883333, 45.183333]"
701,CENTRALE TERMOELETTRICA DI COGENERAZIONE DI MONCALIERI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=67,1.46,Production of electricity,"CO2, AIR","[7.676388, 44.994722]"
702,CENTRALE TERMOELETTRICA DI COGENERAZIONE TORINO NORD,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=191764,0.8200000000000001,Production of electricity,"CO2, AIR","[7.678888, 45.072222]"
703,CENTRALE TERMOELETTRICA DI CUNEO C/O MICHELIN,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=120279,0.153,Production of electricity,"CO2, AIR","[7.567805, 44.691]"
704,CENTRALE TERMOELETTRICA DI MARGHERA AZOTATI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=633,0.121,Production of electricity,"CO2, AIR","[12.238333, 45.395277]"
705,CENTRALE TERMOELETTRICA DI MARGHERA LEVANTE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=644,0.881,Production of electricity,"CO2, AIR","[12.255, 45.445833]"
706,CENTRALE TERMOELETTRICA DI PORCARI (LU),Italy,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5138,0.34,Production of electricity,"CO2, AIR","[10.602083, 43.823555999999996]"
707,CENTRALE TERMOELETTRICA DI PORTO EMPEDOCLE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7351,0.11800000000000001,Production of electricity,"CO2, AIR","[13.506944, 37.312222]"
708,CENTRALE TERMOELETTRICA DI SESTO SAN GIOVANNI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=338,0.12,Production of electricity,"CO2, AIR","[9.2525, 45.542222]"
709,CENTRALE TERMOELETTRICA DI SIMERI CRICHI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117532,1.48,Production of electricity,"CO2, AIR","[16.6575, 38.876388]"
710,CENTRALE TERMOELETTRICA DI TARANTO,Italy,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7021,6.62,Production of electricity,"CO2, AIR","[17.215278, 40.510833]"
711,CENTRALE TERMOELETTRICA DI TARANTO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=176967,4.97,Production of electricity,"CO2, AIR","[17.215277, 40.510833]"
712,CENTRALE TERMOELETTRICA DI TORVISCOSA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=26668,1.62,Production of electricity,"CO2, AIR","[13.289722, 45.816944]"
713,CENTRALE TERMOELETTRICA DI TURBIGO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=318,0.508,Production of electricity,"CO2, AIR","[8.728333, 45.526944]"
714,CENTRALE TERMOELETTRICA DI VERZUOLO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=115,0.35000000000000003,Production of electricity,"CO2, AIR","[7.484722, 44.594166]"
715,CENTRALE TERMOELETTRICA FEDERICO II,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7027,6.49,Production of electricity,"CO2, AIR","[18.032222, 40.563888]"
716,CENTRALE TERMOELETTRICA SERMIDE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=443,0.437,Production of electricity,"CO2, AIR","[11.268611, 44.983055]"
717,CENTRALE TORREVALDALIGA SUD,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6269,0.961,Production of electricity,"CO2, AIR","[11.768333, 42.121111]"
718,CENTRALI TERMOELETTRICHE DI PIOMBINO,Italy,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5156,0.262,Production of electricity,"CO2, AIR","[10.545556, 42.940278]"
719,CENTRO ENERGIA TEVEROLA S.p.A.– centrale termoelettrica di cogenerazione,Italy,2009,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6857,0.428,Production of electricity,"CO2, AIR","[14.228056, 41.009722]"
720,CET I IASI,Romania,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167307,0.117,Production of electricity,"CO2, AIR","[27.6072997, 47.1497661]"
721,CEZ Chorzów  S.A.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6457,1.63,Production of electricity,"CO2, AIR","[18.968576, 50.307771]"
722,CEZ Skawina S.A.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4646,1.45,Production of electricity,"CO2, AIR","[19.801072, 49.975669]"
723,CHP Częstochowa,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=177296,0.25,Production of electricity,"CO2, AIR","[19.144, 50.7945]"
724,"CHP Plant, Grangemouth",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14523,0.6890000000000001,Production of electricity,"CO2, AIR","[-3.69717, 56.0121]"
725,COFATHEC  ENERGIA SRL - CENTRALE DI SETTIMO TORINESE,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=115252,0.182,Production of electricity,"CO2, AIR","[7.76686, 45.13553]"
726,COFELY ENERGIA SRL - CENTRALE DI SETTIMO TORINESE,Italy,2009,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117408,0.131,Production of electricity,"CO2, AIR","[7.737778, 45.126111]"
727,COGENERACIÓN DE CEPSA QUÍMICA FÁBRICA DE PALOS DE LA FRONTERA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5997,0.131,Production of electricity,"CO2, AIR","[-6.905508, 37.185348]"
728,COGENERACIÓN DE LUBRISUR (DETISA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281231,0.216,Production of electricity,"CO2, AIR","[-5.39, 36.19]"
729,COGENERACIÓN DE REFINERÍA LA RÁBIDA (DETISA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6802,0.30000000000000004,Production of electricity,"CO2, AIR","[-6.895319, 37.182824]"
730,COGENERACIÓN GETESA (FÁBRICA DE GUADARRANQUE),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10122,0.209,Production of electricity,"CO2, AIR","[-5.407446, 36.205306]"
731,"COGENERACIÓN MOTRIL, S.A.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8020,0.167,Production of electricity,"CO2, AIR","[-3.5412939999999997, 36.733447]"
732,COGENERACIÓN REPSOL QUÍMICA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6924,0.218,Production of electricity,"CO2, AIR","[-3.75087, 43.42204]"
733,COMBIGOLFE,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=158651,0.657,Production of electricity,"CO2, AIR","[4.9, 43.45]"
734,"COMPAÑÍA ENERGÉTICA DE PATA DE MULO, S.L.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24610,0.216,Production of electricity,"CO2, AIR","[-4.810097, 37.451988]"
735,"COMPAÑÍA ENERGÉTICA LAS VILLAS, S.L.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=85021,0.108,Production of electricity,"CO2, AIR","[-3.003387, 38.17151]"
736,CTCC SOTO DE RIBERA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=123663,0.269,Production of electricity,"CO2, AIR","[-5.875078, 43.316076]"
737,CTEC LAMARMORA,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27356,0.491,Production of electricity,"CO2, AIR","[10.212222, 45.516389]"
738,CYCOFOS,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=104673,0.538,Production of electricity,"CO2, AIR","[4.9, 43.45]"
739,Carrington Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=298627,1.71,Production of electricity,"CO2, AIR","[-2.4109, 53.4367]"
740,Central Termoeléctrica Sines,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5485,8.4,Production of electricity,"CO2, AIR","[-8.80699, 37.9306]"
741,Central Termoeléctrica a Biomassa da Figueira da Foz,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=133882,0.28800000000000003,Production of electricity,"CO2, AIR","[-8.87674, 40.052]"
742,Central Termoeléctrica de Lares,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=133888,1.28,Production of electricity,"CO2, AIR","[-8.77444, 40.1242]"
743,Central Termoeléctrica do Barreiro,Portugal,2009,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5484,0.248,Production of electricity,"CO2, AIR","[-9.05355143133, 38.6751901351]"
744,Central Termoeléctrica do Caldeirão (TEGEE.RAA.068.01),Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5664,0.14200000000000002,Production of electricity,"CO2, AIR","[-25.484938, 37.798227]"
745,Central Termoeléctrica do Pego,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5530,3.75,Production of electricity,"CO2, AIR","[-8.11198, 39.466]"
746,Central Termoeléctrica do Ribatejo,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5531,0.9450000000000001,Production of electricity,"CO2, AIR","[-8.95025, 39.0115]"
747,Central de Ciclo Combinado da Tapada do Outeiro,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5403,1.47,Production of electricity,"CO2, AIR","[-8.46105, 41.0696]"
748,Central de Ciclo Combinado do Pego,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=177452,1.33,Production of electricity,"CO2, AIR","[-8.11105, 39.4689]"
749,Central de Cogeração da FISIGEN,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=177453,0.107,Production of electricity,"CO2, AIR","[-9.0504, 38.6781]"
750,Central de Cogeração de Lavos,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5491,0.182,Production of electricity,"CO2, AIR","[-8.85344, 40.0606]"
751,Centrale BG ITALIA POWER di Cassino,Italy,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6279,0.301,Production of electricity,"CO2, AIR","[13.751389, 41.474167]"
752,Centrale BG ITALIA POWER di Sulmona,Italy,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6543,0.14200000000000002,Production of electricity,"CO2, AIR","[13.901944, 42.077222]"
753,Centrale Electrique SPEM,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=175612,0.652,Production of electricity,"CO2, AIR","[-2.14, 47.32]"
754,Centrale Fiume Santo,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7490,3.51,Production of electricity,"CO2, AIR","[8.299166, 40.851666]"
755,Centrale Rotterdam,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=212846,3.48,Production of electricity,"CO2, AIR","[4.07205, 51.94482]"
756,Centrale Sulcis Grazia Deledda,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7514,1.07,Production of electricity,"CO2, AIR","[8.4, 39.195277]"
757,Centrale Termoelettrica del Mincio,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=437,0.456,Production of electricity,"CO2, AIR","[10.714722, 45.399166]"
758,Centrale Termoelettrica di Monfalcone,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1503,1.92,Production of electricity,"CO2, AIR","[13.545555, 45.796666]"
759,Centrale Termoelettrica di Piacenza,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4991,0.658,Production of electricity,"CO2, AIR","[9.708333, 45.054166]"
760,Centrale Termoelettrica di Tavazzano e Montanaso,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=480,1.21,Production of electricity,"CO2, AIR","[9.4275, 45.335277]"
761,Centrale Torrevaldaliga Nord,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6262,9.75,Production of electricity,"CO2, AIR","[11.757777, 42.128333]"
762,Centrale Turbogas di Trapani,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7341,0.166,Production of electricity,"CO2, AIR","[12.567222, 37.999722]"
