,FacilityName,CountryName,ReportingYear,FacilityDetails,MTonnes,Activity,Pollutant,Co-ordinates
132,CropEnergies Bioethanol GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46956,0.41600000000000004,Manufacture of other inorganic basic chemicals,"CO2, AIR","[12.116388985444, 51.0538529142495]"
133,Dow Deutschland Anlagenges. mbH Werk Stade,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=73896,0.62,Manufacture of other inorganic basic chemicals,"CO2, AIR","[9.50412189043018, 53.640357950645]"
134,EMPG - EAA Großenkneten Erdgas-Aufbereitungsanlage,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=70343,1.01,Manufacture of other inorganic basic chemicals,"CO2, AIR","[8.22749681415229, 52.9561964039116]"
135,EMPG - NEAG Norddeutsche Erdgasaufbereitungs-GmbH,Germany,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=70345,0.322,Manufacture of other inorganic basic chemicals,"CO2, AIR","[8.88682705341906, 52.6233889300096]"
136,ESD-SIC BV,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5919,0.14300000000000002,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.96541, 53.29719]"
137,Elkem Bremanger,Norway,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=192262,0.319,Manufacture of other inorganic basic chemicals,"CO2, AIR","[5.29649, 61.77319]"
138,Elkem Salten,Norway,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=192383,0.47600000000000003,Manufacture of other inorganic basic chemicals,"CO2, AIR","[15.5893822, 67.36347]"
139,Elkem Thamshavn,Norway,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=192328,0.277,Manufacture of other inorganic basic chemicals,"CO2, AIR","[9.894434, 63.32585]"
140,"FÁBRICA DE PALOS (FERTIBERIA, S.A.)",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6947,0.42,Manufacture of other inorganic basic chemicals,"CO2, AIR","[-6.887875, 37.184313]"
141,Grace GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=45137,0.121,Manufacture of other inorganic basic chemicals,"CO2, AIR","[8.35900312980427, 49.6646114905637]"
142,KRONOS TITAN GmbH Werk Nordenham,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43561,0.14300000000000002,Manufacture of other inorganic basic chemicals,"CO2, AIR","[8.54674104451136, 53.5306843650464]"
143,Martinswerk GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44053,0.266,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.6666520565427, 50.9459336278585]"
144,NEW KARVALI FERTILIZERS S.A.,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14239,0.268,Manufacture of other inorganic basic chemicals,"CO2, AIR","[24.481749, 40.959837]"
145,NOVACARB - Usine de La Madeleine,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3982,0.606,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.24, 48.64]"
146,Nitrogénművek Zrt.,Hungary,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=298,1.0,Manufacture of other inorganic basic chemicals,"CO2, AIR","[18.139487, 47.158499]"
147,Nuova Terni Industrie Chimiche SpA,Italy,2008,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5722,0.128,Manufacture of other inorganic basic chemicals,"CO2, AIR","[12.5175, 42.500278]"
148,ORION ENGINEERED CARBONS S.r.l.,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5042,0.17200000000000001,Manufacture of other inorganic basic chemicals,"CO2, AIR","[12.233333, 44.433333]"
149,Orion Engineered Carbons GmbH Werk Kalscheuren,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=200990,0.308,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.91846142619726, 50.8735010569466]"
150,RHODIA OPERATIONS - Etablissement secondaire de Collonges,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3022,0.10300000000000001,Manufacture of other inorganic basic chemicals,"CO2, AIR","[4.84, 45.82]"
151,RHODIA OPERATIONS CHALAMPE,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4511,0.389,Manufacture of other inorganic basic chemicals,"CO2, AIR","[7.54, 47.83]"
152,Rottwerk Pocking,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=45836,0.209,Manufacture of other inorganic basic chemicals,"CO2, AIR","[13.3302165584342, 48.4187226028414]"
153,SOLVAY CHIMICA ITALIA S.P.A. ROSIGNANO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5150,0.353,Manufacture of other inorganic basic chemicals,"CO2, AIR","[10.473888, 43.408888]"
154,SOLVAY Chemicals GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46949,0.426,Manufacture of other inorganic basic chemicals,"CO2, AIR","[11.7505878874227, 51.8010998895414]"
155,SOLVAY OPERATIONS France usine de Dombasle,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3979,0.619,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.36, 48.61]"
156,SOLVAY Tavaux SAS,France,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293816,0.418,Manufacture of other inorganic basic chemicals,"CO2, AIR","[5.4, 47.03]"
157,Solvay Chemicals GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43934,0.805,Manufacture of other inorganic basic chemicals,"CO2, AIR","[6.5778890987794, 51.5646646843319]"
158,Stallingborough Titanium Dioxide Site,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13232,0.14100000000000001,Manufacture of other inorganic basic chemicals,"CO2, AIR","[-0.16025799999999998, 53.6147]"
159,TESSENDERLO CHEMIE HAM,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14726,0.10300000000000001,Manufacture of other inorganic basic chemicals,"CO2, AIR","[5.1451744999999995, 51.084957]"
160,ThermPhos International BV,Netherlands,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10218,0.146,Manufacture of other inorganic basic chemicals,"CO2, AIR","[3.68971, 51.45211]"
161,UZINELE SODICE GOVORA - CIECH CHEMICAL GROUP SA,Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167401,0.213,Manufacture of other inorganic basic chemicals,"CO2, AIR","[24.2918888, 45.0364999]"
162,Wacker Chemicals Norway,Norway,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=192295,0.274,Manufacture of other inorganic basic chemicals,"CO2, AIR","[9.143573, 63.3178329]"
163,Zakład Produkcyjny JANIKOSODA  w Janikowie,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=21119,1.06,Manufacture of other inorganic basic chemicals,"CO2, AIR","[18.110833, 52.764444]"
164,Zakład Produkcyjny Soda Mątwy w Inowrocławiu,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=21118,1.11,Manufacture of other inorganic basic chemicals,"CO2, AIR","[18.248763, 52.75149]"
165,"AB ""Achema""",Lithuania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=2,2.61,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[24.33405, 55.082596]"
166,ANWIL S.A.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=21133,0.848,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[18.965406, 52.706191]"
167,Agropolihim AD,Bulgaria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15788,0.498,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[27.660154, 43.20079]"
168,BOREALIS PEC-RHIN SAS,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4492,0.453,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[7.49, 47.78]"
169,Borealis Agrolinz Melamine GmbH,Austria,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5746,0.6000000000000001,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[14.035333, 48.01786]"
170,Borealis Chimie - Usine de Grand Quevilly,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1202,0.7030000000000001,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[1.04, 49.4]"
171,Borealis Grandpuits,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4311,0.492,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[2.88, 48.59]"
172,Duslo a.s.,Slovakia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9121,1.05,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[17.937156, 48.181531]"
173,FERTIBERIA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6945,0.445,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[-4.0586, 38.6659]"
174,"Growhow UK (East) Ltd, Billingham Fertiliser Works",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13490,0.935,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[-1.26706, 54.5819]"
175,Ince Fertiliser Manufacturing Site,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13154,0.61,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[-2.79711, 53.281]"
176,"Lovochemie, a.s., Lovosice",Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10954,0.325,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[14.079528469444444, 50.51210615]"
177,Proizvodnja gnojiva,Croatia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=240387,0.852,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[16.797533, 45.466484]"
178,S.C. CHEMGAS HOLDING CORPORATION SRL - Combinat chimic Slobozia,Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167363,0.152,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[27.3884258, 44.5331962]"
179,SC AMURCO  SRL BACAU,Romania,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167296,0.149,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[26.9433055, 46.5142777]"
180,SC AZOMURES SA,Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167462,1.55,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[24.505444, 46.513361]"
181,SC NITROPOROS SRL,Romania,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159576,0.11,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[24.974671999999998, 45.814258]"
182,SC PETROM SA BUCURESTI - Combinatul Doljchim Craiova,Romania,2010,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167388,0.13,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[23.72179, 44.37709]"
183,SKW Stickstoffwerke Piesteritz GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46945,2.4,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[12.5751285471335, 51.8785933698079]"
184,YARA Brunsbüttel GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43123,0.889,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[9.20787094391901, 53.9106443443535]"
185,YARA France,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1142,0.327,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[0.22, 49.48]"
186,YARA ITALIA SPA - STABILIMENTO DI FERRARA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5032,0.685,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[11.591388, 44.853611]"
187,YARA Sluiskil BV,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9982,3.58,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[3.85006, 51.27764]"
188,YARA TERTRE sa-nv - CETPROBEL sa,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15058,0.762,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[3.7986, 50.48]"
189,"Yara Norge, Yara Porsgrunn",Norway,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=192086,0.487,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[9.621395, 59.1204567]"
190,"Zakłady Azotowe ""Puławy"" S.A.",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=509,1.72,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[21.97791, 51.45975]"
191,"Zakłady Chemiczne ""POLICE"" S.A.",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7118,1.44,Manufacture of fertilisers and nitrogen compounds,"CO2, AIR","[14.541092, 53.575283]"
192,A.G. CEMENTOS BALBOA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=23188,0.40800000000000003,Manufacture of cement,"CO2, AIR","[-6.483457, 38.378807]"
193,"AB ""Akmenės cementas""",Lithuania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15,0.735,Manufacture of cement,"CO2, AIR","[22.913087, 56.314365]"
194,Aalborg Portland A/S,Denmark,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7040,2.2800000000000002,Manufacture of cement,"CO2, AIR","[9.97649026320572, 57.0625386132203]"
195,Breedon Cement Ireland Limited,Ireland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9496,0.425,Manufacture of cement,"CO2, AIR","[-7.142217283, 53.43382639]"
196,CBR sa - Site dAntoing,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15038,0.714,Manufacture of cement,"CO2, AIR","[3.4426, 50.576]"
197,CBR sa - Site de Lixhe,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15035,1.1400000000000001,Manufacture of cement,"CO2, AIR","[5.6725, 50.7602]"
198,"CEMENTA, Degerhamn",Sweden,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5098,0.256,Manufacture of cement,"CO2, AIR","[16.40858676, 56.3532868]"
199,CEMENTERIA DI AUGUSTA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7368,0.47900000000000004,Manufacture of cement,"CO2, AIR","[15.180555, 37.194444]"
200,CEMENTERIA DI BARLETTA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7013,0.306,Manufacture of cement,"CO2, AIR","[16.283333, 41.283333]"
201,CEMENTERIA DI CAGNANO AMITERNO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27791,0.191,Manufacture of cement,"CO2, AIR","[13.258611, 42.463611]"
202,CEMENTERIA DI GUIDONIA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6268,0.514,Manufacture of cement,"CO2, AIR","[12.716666, 42]"
203,CEMENTERIA DI PEDEROBBA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=622,0.319,Manufacture of cement,"CO2, AIR","[11.966666, 45.877777]"
204,CEMENTERIA DI PIACENZA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5000,0.311,Manufacture of cement,"CO2, AIR","[9.718611, 46.049722]"
205,CEMENTERIA DI ROBILANTE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=111,0.733,Manufacture of cement,"CO2, AIR","[7.5, 44.283333]"
206,CEMENTERIA DI SANTARCANGELO DI ROMAGNA,Italy,2008,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5090,0.163,Manufacture of cement,"CO2, AIR","[12.436379, 44.053312]"
207,CEMENTERIA DI SETTIMELLO,Italy,2009,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5144,0.121,Manufacture of cement,"CO2, AIR","[11.166667, 43.85]"
208,CEMENTERIA DI VERNASCA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4992,0.427,Manufacture of cement,"CO2, AIR","[9.8, 44.766666]"
209,CEMENTIR ITALIA S.p.A.,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6856,0.41400000000000003,Manufacture of cement,"CO2, AIR","[14.378333, 41.050555]"
210,CEMENTOS COSMOS (OURAL),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6829,0.189,Manufacture of cement,"CO2, AIR","[-7.448854, 42.719113]"
211,CEMENTOS COSMOS (TORAL DE LOS VADOS),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6834,0.44,Manufacture of cement,"CO2, AIR","[-6.768889, 42.553611]"
212,CEMENTOS GOLIAT,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6880,0.852,Manufacture of cement,"CO2, AIR","[-4.326742, 36.716601]"
213,CEMENTOS MOLINS INDUSTRIAL (SANT VICENÇ DELS HORTS),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8551,1.1400000000000001,Manufacture of cement,"CO2, AIR","[1.99932, 41.407999]"
214,CEMENTOS PORTLAND VALDERRIVAS,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7180,0.248,Manufacture of cement,"CO2, AIR","[-4.466111, 41.941389]"
215,CEMENTOS PORTLAND VALDERRIVAS (FÁBRICA EL ALTO),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7181,0.625,Manufacture of cement,"CO2, AIR","[-3.47434, 40.24483]"
216,CEMENTOS PORTLAND VALDERRIVAS (SANTA MARGARIDA I ELS MONJOS),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8616,1.1,Manufacture of cement,"CO2, AIR","[1.663095, 41.313945]"
217,"CEMEX Cement, k.s.",Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10362,0.613,Manufacture of cement,"CO2, AIR","[15.64044043888889, 49.89545861111111]"
218,CEMEX ESPAÑA OPERACIONES (ALCANAR),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8227,0.779,Manufacture of cement,"CO2, AIR","[0.545404, 40.578213]"
219,CEMEX ESPAÑA OPERACIONES S.L.U. (FÁBRICA DE LLOSETA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8240,0.226,Manufacture of cement,"CO2, AIR","[2.867968, 39.702944]"
220,"CEMEX ESPAÑA OPERACIONES, S.L.U. - PLANTA DE MORATA",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8243,0.447,Manufacture of cement,"CO2, AIR","[-1.488365, 41.475622]"
221,CEMEX ESPAÑA-ALICANTE (CEMENTO BLANCO),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8244,0.6900000000000001,Manufacture of cement,"CO2, AIR","[-0.541845, 38.378608]"
222,"CEMEX Polska Sp. z o.o., Zakład Cementownia Rudniki",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6451,0.335,Manufacture of cement,"CO2, AIR","[19.256029, 50.875310999999996]"
223,"CEMEX Polska Sp. z o.o.,Zakład Cementownia Chełm",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=495,1.07,Manufacture of cement,"CO2, AIR","[23.553889, 51.138611]"
224,"CEMEX SIA, Brocēnu cementa rūpnīca, Meiri",Latvia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=124056,0.639,Manufacture of cement,"CO2, AIR","[22.571391, 56.701943]"
225,CEMEX Zement GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46317,1.56,Manufacture of cement,"CO2, AIR","[13.8369291710776, 52.4890692646813]"
226,CIMENTS CALCIA,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5333,0.335,Manufacture of cement,"CO2, AIR","[3, 47.09]"
227,CIMENTS CALCIA,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4433,0.483,Manufacture of cement,"CO2, AIR","[4.59, 43.77]"
228,CIMENTS CALCIA - Usine de COUVROT,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1099,0.602,Manufacture of cement,"CO2, AIR","[4.59, 48.72]"
229,CIMENTS CALCIA - Usine de Ranville,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=863,0.309,Manufacture of cement,"CO2, AIR","[-0.26, 49.22]"
230,"CIMPOR - Indústria de Cimentos, S.A. - C.P.Souselas",Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5367,0.864,Manufacture of cement,"CO2, AIR","[-8.41955, 40.2929]"
231,COLACEM S.P.A. - CEMENTERIA DI CARAVATE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=292,0.47100000000000003,Manufacture of cement,"CO2, AIR","[8.666388, 45.887222]"
232,COLACEM S.P.A. - CEMENTERIA DI GALATINA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7034,0.209,Manufacture of cement,"CO2, AIR","[18.199722, 40.167777]"
233,COLACEM S.P.A. - CEMENTERIA DI GHIGIANO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5715,0.454,Manufacture of cement,"CO2, AIR","[12.617777, 43.284444]"
